text,label
"(left side, below the big squares) *Good Luck*",0
Hi HI Puffy Ami Yumi Show them,1
what if they really dont know its wrong?,1
unless u hav a compaq or sumthin liek dat.,0
It's actually later than that.....60's if memory serves....maybe even 70's.....and it's johnny cash.,0
this joke is so stupid like you,0
Yeah I can't believe the way they treat that ape.,0
and a bit on his childhood.,1
I hope I helped you out!,0
"you know, that girl is not into this competition.",1
Unless you work at a concert venue you might be out of luck.,1
not sure...but i love that show,1
"Jaime King, because she is beautiful.",0
It doesn't help that they moved it around like crazy!!,0
cause it's cool and Ms. New Booty is dumb,1
They are a crock of BS,0
if anyone interested will pay u a sum you sat on the video.,0
that girl on american idol was not 1/2 as good as Natasha Bedingfield,0
my ass has a e-mail adress,1
(m)  only one (miss world aishwarya roy),0
i love her she would been a great actress,1
Yeah sooner than anyone can think.,1
paul mcartney from the beach boys  duh  everyone knows that,1
i used to watch it all the time.,1
i'd say rabbit but i've never used the silver bullet so....,1
I just hope and pray Steve Martin is not ask to do any sequels....,1
"YES,ITS NOT LIKE U DOWNLOADED IT FROM THE NET",1
"(Oh) Spendin' all your money on me, up on me, on me.",0
"even tho u didn't ask a question, u are still getting a lot of responses(like mine haha).",0
"put haiwayne in the box, because everyone knows that hot air rises",1
I see A. Keys winnin tho,1
ford focus is fat boy slim - praise u... the other one i dont know- sorry!,0
have you seen how he looks?,0
"johnny depp had me in edward scissorhands, and from then on, well...he's the man.",1
"No 1 sign is wrong for you, the both of you need to make it work.",1
you'd be surprised how much rasp and growl you can get out of it.,1
billy is way hotter than gerard!!!!,0
dat guy asked the princess to come.,1
ummm i think dat phan is funny x],0
1) Tupac Shakur 2) LL Cool J 3) Jay- Z 4) Snoop Dogg 5) Nas,1
wen he takes them off the head phones the two guys a making a bet.,1
You know how I know your gay?,1
i'd prbly not make it very far on anything else either tho.,0
it's awesome as long as you don't have dialup.,0
i dont hate ane celebretaties there kewl:P,1
So I would not be surprised.,0
WHEN U FIND OUT..LET ME KNOW.. WHO IS TINY?,1
"The guy said: lie down and shut up, we are trying to film a music video",0
he is a 16 year old rap/ hiphop artist who cannot rap or sing in my opinion.,0
not one bit...they are more annoying than anything,1
im not quite familiar w/ their powers...but i think mighty thor would win...,0
In my country we stop on Blue...     Just kiddin,1
It's hard to pick just one.,1
he's like an action star person.,1
i love nhenna so i hope she wins it all,0
is it a heart or love?,0
i've read all the books and i've got all the dvds!,1
Celine Dion... You lift me up.,0
they enjoy going to their premiers for the parties and what not.,0
jesse writes his own songs...chris brown's a good dancer.,0
ive heard of lime wire but not rem wire,0
you tell her... i heard dat,0
www.myspace.com actually has music you can download.,0
"i was surprised, but im happy that ciara's single now!!!",1
i think they might even be secretly married already.,1
If I can find out what time the movies start.),1
the good kind by the wreckers,0
as we say in maine..... fuctifino!,1
maybe u danced ever since u were little or at high school,0
8pm on tues the 24th of may on fox,1
You could probably find it on eBay!,1
"Cant do, but i hope you will have a blast:)",0
go see one starring tom cruise,0
Its really not that big of a deal.,0
"Some long tops are like skirts, so i get two for one.",0
"and why ask us mere mortals, ask the big man himself.",0
who doesn't it is a classic !!!!,0
Or a beef patty...or a hotdog...or a chocolate bar!,0
i agree w/ the dude at the top.,1
"!-as far as games, no clue",1
yes - if  can see the back of their throat or hear them!,0
Picard because I think bald is so sexy,1
"Its like suing McDonalds for hot cofffee burning you, and winning!!!",1
"that's gross, but i've seen/heard more gross joke on funnyjunk.com",0
"Probably Steven King, it'd be interesting.",1
So am I but I don't really watch porns.,1
I said Frucking biatch you ruined my life.,1
I would love 2 b famous!,0
i used to watch it every night when it was on adultswim.,0
i love to play that song on my strat,1
Why and Why Not - Too detailed to go in here,0
chae yeon ... she just is.,0
modern butt i like classic a Lil bit,0
when patrick and sponge bob shave sandie,1
Not NEARLY as good as Windows Media Player 10!,0
Newer questions get more activity on Yahoo!,0
buy the earphones that go on top of the earphones.,1
"system, the boss called her in and she was fired shortly after.",1
"Didnt relise there was an issue, but I guess thats not the answer your looking for is it!",0
i think Iroh said we just call him junior becuz that's his fathers name,0
"I am Aries, but I love Leos :)",0
dont worry about it   it is life,0
Tere Liye [veer - zaara] 2.,1
they always choose stupid songs for those music videos.,1
what they all said..  roosters are guys they don't lay eggs..,1
"no lol  in teh words of her... she can get out, right now",1
"IF NOT, DON'T CALL OTHERS IDIOT.",1
a good friend of mine said it was very good and really sad.,1
"Looks like a fun place with great food, music and dancing.",1
"Billboard Hot 100 chart, receiving much radio and TV airplay.",0
And what was the name of the show that was on in the 80's after One To Grow On?,0
IN JUNE BUT I CAN REMEMBER WHAT DAY.,1
nope none at all actually im at school i dont have the internet,1
honey u know its brad pitt 100%,1
"The blonde touched her own arm and screamed, Ouch!",1
I LOVE green days old shit...but HELLO!>!>!,0
what the f*ck are you goin on about?,1
"Y like Harry Potter,Titanic is good too... depends what type of movies you like...",1
just trying to help ya hon,0
simple plan is the only canadian band i know of...,0
"God made the hen, hen had babies",0
90's was more boy bandish songs and groups.,0
HAPPY DAYS ARE HERE AGAIN  BEN SELVIN ORCHESTRA   48.,0
Kirstie cause she had bigger boobs,0
cool enjoy u r self with hubby...,1
"mudvayne is not as talented, but they're pretty str8 too.",0
i saw it on bet too!,1
"I have to agree with albo, Liar Liar",0
try limewire.com its really good for music movies and games.,0
its stupid just like shes a stupid bimbo,1
jennifer lopez shes awsome but like not lesboish gosh,1
mama i'm coming home it reminds me of my husband who passed on it 2005.,1
"I read in TV Guide, I think, that next season, one of the interns is gone ...",0
I wouldn't miss tonight's finale for anything!,0
check every week to see if new ones are in,1
If you're looking for originality...   Cake Incubus The Postal Service,1
umm ok is it ( 3+3) an infinity sign or sumthin?,0
plus he looks like a tool.,1
Eww..  One time I walked in on my friend watching some Sunny Dubious (?,1
mine was the 3 part physco episode i loved it,0
hmmm... aragorn has this manly stance which make him hot!,1
"I've got lots of porn - books, magazines, toys, videos - I've got them all.",0
barbara goldsmith(did i spell that right?),0
"Yo momma so ugly just after she was born, her mother said What a treasure!",0
The Star Wars one with Darth Vader.,1
"Is she fit to be yer wife, Billy Boy, Billy Boy?",0
best type of music is screamo.,1
"Oh, Jessie, you can always sell any dream to me.",0
"If you want the old one with that Hatch guy, you might find it at Suncoast or eBay.",0
try ebay but only sell to people in la,1
oh god..idk.. sometimes i feel like im lisa from the simpsons.. cannot stand my brother!,1
"(if you hate confrontation, you could just blow it off, things always have a way of working themselves out.)",1
Beyonce is on my April issue...I havent gotten the May one...not yet,0
because I guess he wasnt gay enough with the whole group,1
I hope so cause i spent all my money on it!,0
I found two songs....  - It ain't me baby - Jackson,0
why were they the ones chosen to crash on the island?,0
"seems he didn't have a mother...  Father: Lionel Richie, Sr.",0
YEAH IT WAS A COOL SHOW.,0
"man, you just gotta watch it.",0
Darn i thought you were gonna ask it...,0
"technically, if a particular rap song is sad, or bluesy, i guess you could consider it r&b.",0
"But it's been awhile, so I don't know now.",1
mix it up or mash it up.,0
"It's like this, a tomatoe is a tomatoe no matter who planted it.",0
He's been my favorite since the get-go!!!,0
wild hearts can't be broken- great movie!!,0
I watch the HD programming on a regular TV (being non-HD) and it looks great.,1
www.imdb.com is the best movie site on the 'net,0
they're only actors/actresses they aren't even that talented!,0
believe me you will be blown away.,1
go to his website www.zayed.com and find his address there in the site,0
"Cos of my hump, my hump, my hump, my hump.",0
"to read more about striptease, click on link by source.",0
or if there are a murder of crows in your yard?,0
A guy that said Brother way too much.,1
i don;t know but here is that site,1
"Never heard of her before the show, don't like the show, can't stand country music!",1
i would do whatever i wanted and live 4 the day!,0
i luv degrassi but i've missed a couple of episods but thanks 4 the info!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11!!!!!!!!!!!!!1!,0
"(left side, below the big squares) *Good Luck*",1
Never heard of it becuz it has not came out in Australia,1
"so yeah, I think kelly or elliot will be leaving tonite...   LOVE TAYLOR!!!",1
that's demeaning to women u pervert,0
about ur answer it won't happen........... i know how to move on,0
sleep sleep sleep sleep sleep sleep,0
"it's real nice out today here, but i don't want to go out, just finished homework.",1
i heard someone say on tv the other day it was one of the best albums they every heard.,1
i never noticed that .. no clue,0
"She said, I had to poop so hard I pooped my guts out.",1
Well .... that depends on a lot of thing.,1
Roseanne - and I would love to see that fight!!!,0
flash might have been your fave super hero!,0
go to their website they have free downloads,1
just him its his concert they are sponsoring him,0
he has a sister called maggie?,1
i have checked myself into the emergency room twice before because i thought i was having a heart attack.,0
my mom and dad are really into that show.,1
"if you know the third  1/18, PLEASE share with me!!!",1
Kelis Milkshake   At least I think.,1
"I do, he wuz great in all his movies I liked Edward Scissor Hands and Secret Window!",0
HAHAHAHAHAHAHAHAHAHAHA They aren't anywhere near punk rock!,0
LOL I liked Dark wind duck to.,0
OMG....dont wanna stare @ butt of shits ever....But thanks for +2 points;-),1
you need a tv tunner/capturer card...,0
Most of them you listed are on here,0
let me do it first... then i will tell u...,0
"Yeah, want me to do a little softshoe for you, massa?",1
"think about it, rubber pants in louisiana.",0
Splitsville is a nice vacation destination...,0
Just like how you get taller.,1
Why does it have to be one or the other anyway??????!!!???,0
Doing things is what I like to do...,1
"I only like one of their songs, Saturday.",1
chris brown is a p.u.s.s.y.and so is usher,1
"my sister, she does all crazy stuff, 60s style, disco, salsa, all kinds.",1
":) I like Chris Daughtry, too.",1
"It's good, so true, that I still hate you!",1
He was my pick to win.,0
i dont know ..y not we ask the tabloids?,1
sounds like it but u shud check with a doctor 2 get a professional opinion,1
Last year... one kid tried to rip my face off!,1
im sorry but if he did better he would still be onn!,1
THE BRUNETTE TELLS HER AND SAYS IT'S REALLY FUN...SO THE BLONDE WALKS DOWN THE STREET REPEATING 99...WHAM!,0
So hard to pick a favorite.,1
but watch out some may be like.........nasty,1
"Hope so, the man is FUNNY!!",1
hahah but i don't think that's the real one.,1
UMMM I THINK HE MIGHT HAVE JUST WENT HOME AND STAYED THERE,1
I actually saw the movie and was disappointed!,1
get back wat son wat huh u dont know me like dat,0
everything u just got to wait for it to come to u,0
1.rihanna 2.mary j. blige 3.destiny's child,1
nothing it just gets people killed my great grandad got killed in the second world war,1
diogy (say it fast...Its a joke son!),0
All of it I love the show!,0
you could try a program like limewire or kazaa,0
Thank you for reminding me though...I almost forgot!,0
So I guess I'm a fan!,1
dont believe them if they want u to pay anything.,0
And the little girls sing: Oooeee Sharkey.,0
I saw both and i think the radio broadcast was the best.,1
"Yeah the games better, but they've set it up for a Silent Hill 2 movie with that ending",0
"yes, the will be together at the end.. you see in all episodes, they are together..!",1
both are a 100 on a 1-10 scale,1
Mamba Green mamba & Black mamba.,1
I like when the underdog wins.,0
it was a movie that was never made,0
j.k. the dance steps to what?,0
"i dew not know, does anyone know?",0
yes it got pulled off the air around 1997-1998 cause it wasnt fit for children.,1
:) Don't know if it still works!,0
yes and they will win some too,0
where did you hear it ?,0
marriages come and go so do not worry!,1
I kinda like Craig cuz he always flips people off.,1
I only like the classic rock and hard rock but i don't like the new stuff.,0
Stess what someone else mentioned Play a shit load!,1
I dont have hair so cant say how it feels or looks.,0
go to tv.com  for the episode recap,0
i have found limewire to be the best,0
dont you have better things to do with your life?,1
Their website probably has the latest scoop,1
"I also like La Tortura, but who doesn't?",0
place them everywhere that will let you!,1
starcraft - strategy game =) still popular after almost 10 years =O .,1
"god....  i think, its the only thing that falls under all categories.",1
"Born December 21, 1978... u do the math now :-)",1
depending on your budget.there a some mighty fine knock-offs but always ask about the guitar.,0
steal popcorn from other ppl 5.,1
Chris Cagle from his 2nd album...  Makes me think of my son...LOL,0
try using the word where(to ask where something is) not wear( to wear clothes),1
so that ppl could debate it 30 years later,1
"and 8, it was pretty good",0
"on the net, but listening to Idol, didn't know the grammys were on",1
i love that song infact i sing that song all the time,0
I WATCHED THAT UNAN1MOUS SHOW THAT WAS ON FOX TODAY.,1
Ive got Starion its pretty good im15 and been playin em since 9.,1
"i know all the words to we're men, men in tights.",0
Havent seen it in a loooong time but Vampire Hunter D :-) (sp) iono?,0
empire strikes back because i have never seen empire records,1
just put one on the internet your a star,1
IT IS BY TWISTA AND KANYE WEST..     LOVE IT TOO!,1
I know because i work at compusa.,0
NOOOOOOOOOOOO who ever this is he sux major big time!!!,1
"from what i have known, it's like the spanish tele novela.",1
I love greenday the best  GREENDAY KICKS AZZ!!!!!!,0
i have no idea but that is friggen hilarious!,0
"aren't you sick of those movies,man?they made a lot already,trust me!",0
"search it in movies magazines,or try  www.wikipedia.com",0
do you even know it yourself?,0
"You can find it pretty cheap on Amazon (link below, with a list of songs on the CD.)",0
yeah - it's funny if you watch it once a week.,1
A little lizard walked past and asked: Hey Monkey!,0
they have a ton of good pics of brendon.,1
Homer Simpson..... u never said it had to be an actual person,0
if you want to download from a site then  check this.,1
Get up and walk around or something!,1
that is romantic and is a good song for ya'll.,0
No I think he has a kid and a girlfriend,0
"(left side, below the big squares) *Good Luck*",1
why did the chicken cross the road,1
lol buck...yeah i tink its i know what you did last summer but there were 2 guys too..,0
I don't really know but its all stupid.,1
I give up Tell me why,0
try going to www.archive.org  hope this helps!,0
"Don't do it, you're too smart for that!",0
www.movieland.com  next time do a google search!,1
It looks pretty good to me,1
"- Yo mama's like a screen door, after a couple of bangs she loosens up.",1
"and in that case, it's no use asking for the criteria as they're too many!",0
But If I HAVE TO lol.,1
or throwing a fit at the grammy's because he didn't win?,1
if ur talkin' about the movie on disneychannel.,1
"The Stranded (Season 3, episode 10)",0
the richest rapper is Eminem his my dad,0
r u talking about omar epps?,1
my step brother seems to think he is,1
at that time....nobody wanted to see two brothers dancing off....,0
"try imesh.com, limewire is still free just choose the free one hehe",0
and she had a problem with it.,1
"it could be the real him, or it could not.",0
It was an okay song to dance to,0
I think her sister Nicky Hilton is better lookin',1
For real punk check out Dead Kennedys.,1
Gwen Stefani since she went solo,1
visit his fan site and send him fan mail that way,1
whatever .... its the underworld with kate beckinsale and ultravoilet with milla jovo,0
"Unless you quite famous, you usually can't afford to pick and choose (if you ever want to be famous!)",0
"Catch me If u Can, Enemy of the states, Executive Decision",1
Therefore: HOOBASTANK haha I know its silly.,1
i think he is a gay..my dear,1
"if there was really a kid who did that, id probably laugh.",1
"I voted for him and, no, I do not regret it.",0
try www.billboard.com they have charts there :),1
The one where raymonds parents were moving,0
get help soon or jump yourself,1
"WWW.VH1.COM EVRYTHING FRM GOSSIPS,SONGS,VIDEOS  HAV ANICE TIME!",0
"yes, along with debbie gibson and teena marie.",0
yes cuz the book was amazing.,1
go to www.imdb.com and type in the movie and search.,1
"I guess he's ok, but i havent seen any recent movies: all old stuff!",1
yep i do i watch it a alot .,0
let me guess mmmmm torn btween 2 lovers,1
what do u mean what do u do...maybe u should consider intervention,0
No you can have them I don't like potatoes.,0
"Rolling Kansas, Comedy Central shows it a lot.",1
A song about a girl you can't have.,1
"(note: ESPECIALLY because it has Tom Hanks in it, that man ruins any movie that may potentially be good)",0
"so i would say no-one, it doesnt need it!",1
If you want to find  some info on the both of them go to:news.com.au .,0
But that was like 8 or 9 years ago...,1
Oh my  God how did he pass the bar exam.?,1
"their stupid, they dont have a mirror and their dimwitts in a pod",0
why would you possibly want to have sex with him??,0
I think it later became Ellen.,1
And suddenly the room fills up witha a million DUCKS!?!?,1
Well i have a TOP 3 for it.,1
i think it does...... love connects u,0
i am kinda i like 2 now wat goin on with them but how obbsesed r u ?,0
my music comes natural to me i learned on my own.,0
It's ben a long time since I've seen it(love the vollyball scene!!!!),1
"damn beat me to it, have to go with SLAYER",1
but i still think his music is good though,1
No more Baldwins or Dillons in Hollywood I beg of you please!!!!,1
Full Metal Jacket  We Were Soldiers,0
"My Chemical Romance, Fall Out Boy,etc.",0
Not you know it all too.,0
i think u should make it funny cuz i think those are the best.,1
not even really worth a one!,1
Don Williams sang Tulsa Time which was a great song IMO.,1
$75 half day; $150 per day,0
"go to the movie, hung up with your friends, go to the beach",1
yeah but you know how the clebs are,0
My mom has one and it drives great.,1
"I've gotta say,  they both sing better than they look.",1
"Since I'm a guy, the least ugly mug was George's.",0
Superman...Im his wife...I should know.Lol.Just Kiddin,0
Definetly one of my favorite bands out there right now.,1
"BBBJTC-not sure, bareback blowjob and something else.",1
its called my my my by amanda van halen,1
I forgot what the product was but it was HILARIOUS!,1
Lover Please Don't Tell Her Forecast Song For A Friend,0
"I think they are doing stuff on their own now, which is too bad since they were so good.",0
Olsen Twins on two of a kind when i was like 10,0
"it was alright, but not that intense that i stayed glued to the tv.",0
It was all about their dad.,0
I tried learning the harmonica...not as easy as it seems...,1
"And what is your question, Bob?",0
"NOT YET, CAUSE IM WAITING ON THEM TOO",0
it like compairing a javalin thrower with a long jumper.,1
"i agree w/ mry 2 cents lol , so so so true!",0
the name of the song sang in the church?,1
i think it means always having to say you're sorry .,1
"Cuz with the Stones, I can't get no satisfaction!",1
"x times, where x is any positive number.",0
Different stations thinking of dumb ways to cash in on em,1
WHEN THE COW JUMPED OVER THE MOON!!,1
you are a pompous prick with no dick!,0
K-FED... Kevin Federline... Or as I like to call him Spenderline... :D,1
"Gregory Itzin is the current president, but your lokking for vice, cant help ya there",1
Do you like chris brown ?,1
so the rat beat the tiger?,1
Kind of a sad topic though.,0
"GRANNY....YOU FOUND YOUR TOM CRUISE GUY , RIGHT????",1
Spock was rapping or something like that...,1
as long as it isn't chris :)),0
i could go on and on.. my point is YES!!!,1
Chocolate - it always makes me feel better =),1
look at imdb.com and contact production co....,1
I dont think it is out yet but you could probably preorder it at his website,0
"i'm a loser baby; oh, wait, that's beck.",0
Yes but I can think of better places to hit them!,1
Dolly Parton — Date of Birth: 19 January 1946,0
Ne-Yo doesn't seem like the kind of guy to get a girl pregnant yet.,1
"Then again, I don't find her attractive.",0
What is wrong with you girls?????,0
"just do him, you might be surprised",1
i'll ask my fiance and get him to post if he knows...,1
"no, the yare completely utterly awful and overrated.",0
what does everyone like about that person?,1
sorry i don't remember that one,1
"Apollonia, Vanity 6 and Carmen Electra!",0
1 time when i was having sex with lois i accidently called her frank LOL,1
i did not even see it good eye,0
I cant' wait to see it!,1
And I could go on and on.,1
I knew that...but late... Leonardo Davinci!,1
You can also go to blubster.com,0
I'd ask whichever place you plan on going to...,0
It was fun at my brother's grad party.,0
I don't think that I have it anymore.,0
THROW SAND N THE WITCHES EYES AND USE THE FIRE TO MAKE A HOTDOG....?,1
Please visit 'www.bollyfm.net' U get songs free,0
They have a song that's called F**k U Right Back,1
Kate hudson and Kate Winslet they are both pretty,1
"like if she paints, give her a color pallete and picture to imitate.",0
My friend was in it (Lucas Till) soo I've gotta show some love to the movie,1
Well the ED for Death & Rebirth is Kokoro yo Genshi ni Modore/Heart!,1
just spit something about how you love that person and how you'll stick with her all the way,0
wasn't her girlfriend on celeb fit club?,1
"Go on the net, if you aren't lazy...:)",1
they have them on ebay and don't forget morrocco mole,0
Best Movie - Crash Worst Movie - Wedding Crashers,0
Don't think so but john cena is hot,0
A guy once blew his load on my chest...   11.,1
no three is the lucky number..,1
i like hollaback boi cover by midtown,1
So...I doubt you'll be able to buy the CD.,1
"They are lots of fun, and sure strange.",0
Romeo - 0 Bowwow - 0 Chris - 0,1
yeah my family has helium sucking competitions!!,0
there's still more to be gotten from it.,0
(really all i can say i love is....GO BUCKS!!!),0
lol i know im not answering your question lol but i would like to know also sorry,0
maybe she has s psychological disorder... maybe shes bipolar????,0
"Yeh its called my pocket monster, and its commin out rite now, fool",0
"Last I heard, they were getting back together.",0
I don't really look at a girls biceps (but thats just me),0
"Because, like, 4 of us watched it...",1
ps diarrhoea is the correct spelling for loose s**t!!,0
definitly mtv cuz it totally rox!!!!,1
i cant wait to see it ... i have all 3 others on dvd,0
Yeah i know how to sing i like to listen to gospel r&b and rap,0
Run For You Life-By The Beatles,1
BLUE (PERKIWINKLE ACTUALLY) SHOULDA BEEN TRUE TO THE BOOKS!!!!!!!!,0
"another parsons is alan parsons, but his music is not similar to csn&y.",1
"put your stuff out there, if it's good enough, they'll contact you.",0
"oh dude or girl, how old are you - 5?",0
unbreak my heart by toni braxton,1
"But I don't have any of their stuff, sorry :(",1
"yes, very good movie, most depp movies are, so have u seen pirates of the carribean ?",0
go out and see... Memoirs of a Geisha - Beautiful movie.,1
KEYSHIA COLE 02 I Changed My Mind   04 I Should Have Cheated  06 Love,1
I THINK THEY ARE BOTH HOT,0
Or however much you wanna pay me .,1
its stupid they never make me laugh no i dont mean its stupid i mean it SUCKKKKKKKKKKKKKKKKKKKKKKSSSSSSSSSSSSSSSSSSSSS!!!!!!!!!!!!!!!!!!,0
"tell your victim to try the sit up, release pressure off the chest WHAMMMO!!!!",1
I thought it was pretty good.,1
i am latin and many other things but daddy yankee ant that good looken,1
"sorry tadman i have no answer but u answered my What do A1(or AI), BS, PJs stand for?",0
my sister pulled me back otherwise i would have been roadkill.,0
you'd have to catch it first,0
i dont understand the question say it in english,1
Kevin Feter-oh who gives a flying f***?,1
TELL me what made u gay??,0
Well that's not funny at all!!,0
Hey I'm FROM chi-town so i can't front on him.,0
"maybe your Ipod doesn't support the format of your songs>>>>>>,,,,,,",1
i dunno but mines 1-29-93 lol,0
then you type in anastasia pictures and find the right one and click on it.,0
As soon as it came out I bought a copy (a real cd!,1
I like Law & Order SVU the best.,0
"Their rythym section, bass & drums are always in the pocket.",1
"Jones adds, I didn't realise who she was to start with.",0
But... you will have the consequence of going to jail lol!,0
Yeah it's all fun and games till it's your mom making porn,0
new i wasn`t around for the old,0
because i'm bored and its something to do,0
takes forever to get out and home!,1
Pubertys Gonna Get Me- Chris Griffen,1
Journey - can't you guess by my name?,0
Just because she can't get a man doesn't mean she's gay!,1
the last emperor...i had to sit through it in high school,0
i visited it yesterday actually lol.,0
You need to get out more!,1
"they never did, they're in the same cast",0
for family guy and robot chicken,0
i love them!..there pretty cute too,1
(You can watch the video on Yahoo!,0
yes... it was an excellent movie,1
how come ive never seen one?,1
"Never heard them, but the japanese band The Pillows isnt bad",1
...just as soon as her plastic surgeon says her face lift has healed properly.,0
"or Yo, man, wassup mother fcuker?",1
"Either Sinergy, The Kickovers, ANATARA, or The Kirby Grips  sorry - thats the best i can do",0
Bow wow and Jojo makes an awesome couple,1
"24 was good but this is so much better on so many different levels, it's not funny.",1
Vin diesel... Hes so sexy bye far...,0
No need to commersialise here in Yahoo!,0
What about The Dancing Cigarettes.Or The Elephants Might...,1
the sex scene was pretty good and i think she was great in this film.,1
"After you pick yourself up off the ground in front of the adoption agency, never...ever...ever consider adopting children again!",1
unfortunately i never get a chance to watch it but i believe its a great show,0
Sorry I can't post a pic.,0
"There is so much really cool stuff, you definitely can't see it all!",1
Amber Pacific or (faithless n i got this featuring dido,1
i have not!and i dont want to!,1
"yea, watch chaotic and you will know for sure.",1
ryan adams - english girls approximately.,1
because maybe (just maybe) astrology doesn't equal absolute truth?,0
"EVEN IF YOU DON'T FIND WHAT YOU WANT, YOUR NOT OUT ANYTHING..HOPE YOU FIND WHAT YOUR LOOKING FOR",1
I think laffy taffy bu d4l is totally awesome.,0
"Yo, this fuc*er in the middle think he hard.",0
"In Cleveland They had a concert w/ Lil' Jon, Lil Flip, and Lil' Zane(L.Z.",1
a bird can not fly to great heights with out wind.,1
"I like both of them, but I can't chose.",0
"MTV.com, then find the REAL WORLD link",0
"$999,999.25  oh come on, 19 seconds difference :-P",1
"it's better than some of the toons on tv nowdays, danny phantom is pretty cool too",0
